judul,genre,year
Alexander,Action|Adventure|Drama|War,2004
Christmas with the Kranks,Children|Comedy,2004
Guerrilla: The Taking of Patty Hearst,Documentary,2004
Closer,Drama|Romance,2004
I Am David,Drama,2003
House of Flying Daggers (Shi mian mai fu),Action|Drama|Romance,2004
Ocean's Twelve,Action|Comedy|Crime|Thriller,2004
Blade: Trinity,Action|Fantasy|Horror|Thriller,2004
Bush's Brain,Documentary,2004
Damn Yankees!,Comedy|Musical,1958
That's Entertainment,Documentary,1974
D.A.R.Y.L.,Adventure|Children|Sci-Fi,1985
Fire in the Sky,Drama|Mystery|Sci-Fi,1993
"Invisible Man Returns, The",Horror|Sci-Fi,1940
Love Me If You Dare (Jeux d'enfants),Drama|Romance,2003
Control Room,Documentary|War,2004
Sherlock Jr.,Comedy|Fantasy|Romance,1924
Greed,Drama,1924
"Jazz Singer, The",Drama|Musical|Romance,1927
"Steamboat Bill, Jr.",Comedy|Romance,1928
"Andalusian Dog, An (Chien andalou, Un)",Fantasy,1929
Little Caesar,Crime|Drama,1931
Boudu Saved From Drowning (Boudu sauvé des eaux),Comedy,1932
Dinner at Eight,Comedy|Drama|Romance,1933
Gold Diggers of 1933,Musical,1933
"Atalante, L'",Comedy|Drama|Romance,1934
Fury,Drama|Film-Noir,1936
Libeled Lady,Comedy|Romance,1936
Mr. Deeds Goes to Town,Comedy|Romance,1936
Camille,Drama|Romance,1936
Captains Courageous,Adventure|Drama,1937
Stage Door,Drama,1937
Holiday,Comedy|Drama|Romance,1938
"Roaring Twenties, The",Crime|Drama|Thriller,1939
"Letter, The",Drama|Film-Noir,1940
Here Comes Mr. Jordan,Comedy|Fantasy|Romance,1941
Random Harvest,Drama|Romance,1942
Tales of Manhattan,Comedy|Drama,1942
Day of Wrath (Vredens dag),Drama,1943
"Miracle of Morgan's Creek, The",Comedy|Romance,1944
Mr. Skeffington,Drama|Romance,1944
"Stranger, The",Drama|Film-Noir|Thriller,1946
Easter Parade,Musical|Romance,1948
"Lady from Shanghai, The",Drama|Film-Noir|Mystery,1947
Unfaithfully Yours,Comedy,1948
"Letter to Three Wives, A",Comedy|Drama,1949
Annie Get Your Gun,Comedy|Musical|Romance|Western,1950
"Young and the Damned, The (Olvidados, Los)",Crime|Drama,1950
The Wild One,Drama,1953
Confidential Report,Crime|Drama|Mystery|Thriller,1955
Night and Fog (Nuit et brouillard),Crime|Documentary|War,1955
Teacher's Pet,Comedy|Romance,1958
"Human Condition II, The (Ningen no joken II)",Drama|War,1959
Pickpocket,Crime|Drama,1959
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),Drama,1960
"Human Condition III, The (Ningen no joken III)",Drama|War,1961
Advise and Consent,Drama,1962
Harakiri (Seppuku),Drama,1962
"Music Man, The",Children|Comedy|Musical|Romance,1962
"Carabineers, The (Carabiniers, Les)",Comedy|Drama|War,1963
"Hush... Hush, Sweet Charlotte",Horror|Thriller,1964
Onibaba,Drama|Horror|War,1964
Robinson Crusoe on Mars,Sci-Fi,1964
"Battle of Algiers, The (La battaglia di Algeri)",Drama|War,1966
"Charlie Brown Christmas, A",Animation|Children|Comedy,1965
Major Dundee,Adventure|War|Western,1965
"Thousand Clowns, A",Comedy|Drama|Romance,1965
Andrei Rublev (Andrey Rublyov),Drama|War,1969
Au Hasard Balthazar,Crime|Drama,1966
Closely Watched Trains (Ostre sledované vlaky),Comedy|Drama|War,1966
Tokyo Drifter (Tôkyô nagaremono),Action|Crime|Drama,1966
Branded to Kill (Koroshi no rakuin),Action|Crime|Drama,1967
Play Time (a.k.a. Playtime),Comedy,1967
Point Blank,Action|Crime|Drama|Thriller,1967
Titicut Follies,Documentary|Drama,1967
Asterix and Cleopatra (Astérix et Cléopâtre),Action|Adventure|Animation|Children|Comedy,1968
"Diamond Arm, The (Brilliantovaya ruka)",Action|Adventure|Comedy|Crime|Thriller,1968
Sympathy for the Devil,Documentary|Musical,1968
"Yours, Mine and Ours",Children|Comedy,1968
"Claire's Knee (Genou de Claire, Le)",Comedy|Romance,1970
Performance,Crime|Drama|Thriller,1970
"White Sun of the Desert, The (Beloe solntse pustyni)",Action|Adventure|Comedy|Drama|Romance|War,1970
Zabriskie Point,Drama|Romance,1970
Duel,Action|Mystery|Thriller,1971
They Call Me Trinity,Comedy|Western,1971
"Topo, El",Fantasy|Western,1970
Dr. Phibes Rises Again,Adventure|Comedy|Horror|Romance,1972
Charley Varrick,Crime|Drama|Thriller,1973
Dark Star,Comedy|Sci-Fi|Thriller,1974
Sisters,Horror|Thriller,1973
Turkish Delight (Turks fruit),Drama|Romance,1973
California Split,Comedy|Drama,1974
Emmanuelle,Drama|Romance,1974
"Holy Mountain, The (Montaña sagrada, La)",Drama,1973
"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)",Action|Adventure|Animation|Children|Comedy|Fantasy,1976
French Connection II,Action|Crime|Drama|Thriller,1975
"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",Comedy|Drama|Romance,1975
"Passenger, The (Professione: reporter)",Drama,1975
Trilogy of Terror,Horror|Thriller,1975
1900 (Novecento),Drama|War,1976
Futureworld,Sci-Fi|Thriller,1976
Harlan County U.S.A.,Documentary,1976
Silver Streak,Action|Comedy|Crime,1976
High Anxiety,Comedy|Thriller,1977
"New York, New York",Drama|Musical|Romance,1977
"Turning Point, The",Drama|Romance,1977
Five Deadly Venoms,Action,1978
Last Hurrah for Chivalry (Hao xia),Action|Drama,1979
"Clonus Horror, The",Horror|Sci-Fi,1979
Snake in the Eagle's Shadow (Se ying diu sau),Action|Comedy,1978
Hair,Comedy|Drama|Musical,1979
Love at First Bite,Comedy|Horror|Romance,1979
"Hitch Hikers Guide to the Galaxy, The",Adventure|Comedy|Sci-Fi,1981
Smiley's People,Drama|Mystery,1982
Blue Thunder,Action|Crime|Drama,1983
"Day After, The",Drama|Sci-Fi,1983
Eddie Murphy Delirious,Comedy|Documentary,1983
"Norte, El",Adventure|Drama,1984
Twilight Zone: The Movie,Fantasy|Horror|Sci-Fi|Thriller,1983
Boy Meets Girl,Drama,1984
Cloak & Dagger,Action|Adventure|Children|Crime|Mystery|Thriller,1984
"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)",Adventure|Children|Fantasy|Sci-Fi,1984
"Silent Night, Deadly Night",Horror|Thriller,1984
"Times of Harvey Milk, The",Documentary,1984
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),Comedy|Drama,1984
Anne of Green Gables,Children|Drama,1985
Death of a Salesman,Drama,1985
Ewoks: The Battle for Endor,Adventure|Children|Fantasy|Sci-Fi,1985
Police Story (Ging chaat goo si),Action|Comedy|Crime|Thriller,1985
"Quiet Earth, The",Drama|Mystery|Sci-Fi,1985
Spies Like Us,Comedy,1985
White Nights,Drama,1985
'Round Midnight,Drama|Musical,1986
Club Paradise,Comedy,1986
"Sacrifice, The (Offret - Sacraficatio)",Drama,1986
"Better Tomorrow, A (Ying hung boon sik)",Crime|Drama|Thriller,1986
"Decalogue, The (Dekalog)",Crime|Drama|Romance,1989
G.I. Joe: The Movie,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1987
Hell Comes to Frogtown,Action|Comedy|Sci-Fi,1988
"Law of Desire (Ley del deseo, La)",Comedy|Drama|Romance,1987
Prince of Darkness,Fantasy|Horror|Sci-Fi|Thriller,1987
"Chinese Ghost Story, A (Sinnui yauwan)",Action|Fantasy|Horror|Romance,1987
"Better Tomorrow II, A (Ying hung boon sik II)",Crime|Drama|Thriller,1987
Dominick and Eugene,Drama,1988
Killer Klowns from Outer Space,Comedy|Horror|Sci-Fi,1988
Moonwalker,Musical,1988
Alice (Neco z Alenky),Animation|Fantasy|Mystery,1988
Life Is a Long Quiet River (La vie est un long fleuve tranquille),Comedy,1988
Lonesome Dove,Adventure|Drama|Western,1989
Kiki's Delivery Service (Majo no takkyûbin),Adventure|Animation|Children|Drama|Fantasy,1989
Almost an Angel,Comedy,1990
Cry-Baby,Comedy|Musical|Romance,1990
Bullet in the Head,Action|Drama|War,1990
Ghost Dad,Comedy|Fantasy,1990
It,Drama|Fantasy|Horror|Mystery|Thriller,1990
Ju Dou,Drama,1990
"Krays, The",Drama,1990
Lionheart,Action,1990
Nuns on the Run,Comedy|Crime,1990
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),Action|Animation|Crime|Drama|Film-Noir|Mystery|Sci-Fi|Thriller,1989
State of Grace,Crime|Drama|Thriller,1990
35 Up,Documentary,1991
Days of Being Wild (A Fei jingjyuhn),Drama|Romance,1990
Begotten,Drama|Horror,1990
Dutch,Comedy,1991
Hearts of Darkness: A Filmmakers Apocalypse,Documentary,1991
Johnny Stecchino,Comedy,1991
Riki-Oh: The Story of Ricky (Lik Wong),Action|Crime|Thriller,1991
Mannequin 2: On the Move,Comedy|Fantasy|Romance,1991
Only Yesterday (Omohide poro poro),Animation|Drama,1991
Other People's Money,Comedy|Drama|Romance,1991
Quigley Down Under,Adventure|Drama|Western,1990
Prime Suspect 2,Crime|Drama|Mystery|Romance|Thriller,1992
Captain America,Action|Fantasy|Sci-Fi|Thriller|War,1990
City Hunter (Sing si lip yan),Action|Comedy|Romance,1993
Porco Rosso (Crimson Pig) (Kurenai no buta),Adventure|Animation|Comedy|Fantasy|Romance,1992
"Stolen Children (Ladro di bambini, Il)",Drama,1992
Ladybugs,Comedy,1992
"Mambo Kings, The",Drama|Musical,1992
Shining Through,Drama|Romance|Thriller|War,1992
Sidekicks,Action|Adventure|Children|Comedy,1992
"Heart in Winter, A (Un coeur en hiver)",Drama|Romance,1992
Visions of Light: The Art of Cinematography,Documentary,1992
Bad Boy Bubby,Drama,1993
Barbarians at the Gate,Drama,1993
Fortress,Action|Sci-Fi,1992
Mr. Nanny,Action|Children|Comedy,1993
"Snapper, The",Comedy|Drama,1993
Sonatine (Sonachine),Action|Comedy|Crime|Drama,1993
"Stand, The",Adventure|Drama|Fantasy|Horror|Sci-Fi,1994
"Darkman II: Return of Durant, The",Action|Crime|Horror,1995
Freaked,Comedy|Sci-Fi,1993
Fist of Legend (Jing wu ying xiong),Action|Drama,1994
Major League II,Comedy,1994
My Father the Hero,Comedy|Romance,1994
"Pure Formality, A (Pura formalità, Una)",Crime|Film-Noir|Mystery|Thriller,1994
"Langoliers, The",Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1995
"Last Wedding, The (Kivenpyörittäjän kylä)",Comedy|Drama,1995
Last of the Dogmen,Adventure|Western,1995
Whisper of the Heart (Mimi wo sumaseba),Animation|Drama|Romance,1995
Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),Action|Animation,1994
"Summer's Tale, A (Conte d'été)",Comedy|Drama|Romance,1996
"Late Shift, The",Comedy,1996
Pusher,Crime|Thriller,1996
"Boxer, The",Drama|Thriller,1997
Gummo,Drama,1997
Nirvana,Action|Sci-Fi,1997
"Lion King II: Simba's Pride, The",Adventure|Animation|Children|Musical|Romance,1998
From the Earth to the Moon,Action|Documentary|Drama|Thriller,1998
Beowulf,Action|Horror|Sci-Fi,1999
RKO 281,Drama,1999
From Dusk Till Dawn 2: Texas Blood Money,Comedy|Crime|Horror,1999
Gia,Drama|Romance,1998
Thursday,Action|Crime|Thriller,1998
Who Am I? (Wo shi shei),Action|Adventure|Comedy|Sci-Fi|Thriller,1998
Merlin,Action|Adventure|Drama|Fantasy|Romance,1998
Brave New World,Sci-Fi,1998
Addams Family Reunion,Children|Comedy|Fantasy,1998
Purgatory,Fantasy|Western,1999
Bleeder,Drama|Thriller,1999
Dark Portals: The Chronicles of Vidocq  (Vidocq),Action|Crime|Fantasy,2001
Candyman 3: Day of the Dead,Horror,1999
"Batman/Superman Movie, The",Action|Adventure|Animation|Children|Fantasy|Sci-Fi,1998
"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",Action|Animation|Drama|Fantasy|Sci-Fi,1997
Style Wars,Documentary,1983
In July (Im Juli),Comedy|Romance,2000
Kirikou and the Sorceress (Kirikou et la sorcière),Adventure|Animation|Children|Fantasy,1998
Taxi 2,Action|Comedy,2000
If These Walls Could Talk 2,Drama|Romance,2000
"10th Kingdom, The",Adventure|Comedy|Fantasy,2000
"Wind Will Carry Us, The (Bad ma ra khahad bord)",Drama,1999
2046,Drama|Fantasy|Romance|Sci-Fi,2004
Bartleby,Comedy|Drama,2001
Batman Beyond: Return of the Joker,Action|Animation|Crime|Sci-Fi|Thriller,2000
Audition (Ôdishon),Drama|Horror|Mystery|Romance|Thriller,1999
"Nine Lives of Tomas Katz, The",Comedy|Drama|Fantasy,2000
Monday,Action|Comedy|Crime|Fantasy|Thriller,2000
Paradise Lost 2: Revelations,Documentary,2000
Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),Adventure|Comedy|Fantasy,2002
Daria: Is It Fall Yet?,Animation|Comedy,2000
Late Night Shopping,Comedy,2001
61*,Drama,2001
Joint Security Area (Gongdong gyeongbi guyeok JSA),Crime|Drama|Mystery|Thriller|War,2000
Ripley's Game,Drama|Thriller,2002
Jalla! Jalla!,Comedy|Drama|Romance,2000
Teknolust,Comedy|Drama|Romance|Sci-Fi,2002
"Accidental Spy, The (Dak miu mai shing)",Action|Comedy|Thriller,2001
Darkness,Horror|Mystery,2002
Blood: The Last Vampire,Action|Animation|Horror,2000
Blueberry,Adventure|Western,2004
American Psycho II: All American Girl,Comedy|Crime|Horror|Mystery|Thriller,2002
Ali G Indahouse,Comedy,2002
Dead or Alive 2: Tôbôsha,Action|Crime|Thriller,2000
Cube 2: Hypercube,Horror|Mystery|Sci-Fi,2002
Pulse (Kairo),Horror|Mystery|Thriller,2001
Dog Days (Hundstage),Drama,2001
My Sassy Girl (Yeopgijeogin geunyeo),Comedy|Romance,2001
Nothing,Comedy|Fantasy|Mystery|Sci-Fi,2003
Undertaking Betty (Plots with a View),Comedy|Romance,2002
Dead or Alive: Final,Comedy|Crime|Drama|Sci-Fi|Thriller,2002
Fubar,Comedy,2002
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",Comedy|Horror|Musical,2001
Dead End,Comedy|Horror|Mystery|Thriller,2003
Sympathy for Mr. Vengeance (Boksuneun naui geot),Crime|Drama,2002
Jesus Christ Vampire Hunter,Action|Comedy|Horror|Musical,2001
Suicide Club (Jisatsu saakuru),Horror|Mystery|Thriller,2001
Battlestar Galactica,Drama|Sci-Fi|War,2003
"Sound of Thunder, A",Action|Adventure|Drama|Sci-Fi|Thriller,2005
"Lion King 1½, The",Adventure|Animation|Children|Comedy,2004
Oasis,Drama|Romance,2002
Remember Me (Ricordati di me),Comedy|Drama|Romance,2003
"Animatrix, The",Action|Animation|Drama|Sci-Fi,2003
"Brown Bunny, The",Drama,2003
Ju-on: The Curse,Horror,2000
11:14,Comedy|Crime|Drama|Mystery|Thriller,2003
Tremors 4: The Legend Begins,Action|Comedy|Horror|Sci-Fi|Thriller|Western,2004
Bring It On Again,Comedy,2004
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)",Action|Crime|Thriller,2004
And Starring Pancho Villa as Himself,Action|Comedy|Drama|War,2003
Nicotina,Action|Comedy|Drama,2003
Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),Action|Drama|Thriller|War,2003
In Hell,Action|Drama|Thriller,2003
Lemony Snicket's A Series of Unfortunate Events,Adventure|Children|Comedy|Fantasy,2004
Helen of Troy,Action|Adventure|Drama|Romance,2003
"Green Butchers, The (Grønne slagtere, De)",Comedy|Crime|Drama|Romance,2003
"Very Long Engagement, A (Un long dimanche de fiançailles)",Drama|Mystery|Romance|War,2004
Last Life in the Universe (Ruang rak noi nid mahasan),Drama|Romance,2003
Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),Action|Animation|Drama|Sci-Fi|Thriller,2004
"Cat Returns, The (Neko no ongaeshi)",Adventure|Animation|Children|Fantasy,2002
"Twilight Samurai, The (Tasogare Seibei)",Drama|Romance,2002
"Facing Windows (Finestra di fronte, La)",Drama|Romance,2003
Ginger Snaps: Unleashed,Horror|Thriller,2004
'Salem's Lot,Drama|Horror|Mystery|Thriller,2004
Comic Book: The Movie,Comedy,2004
Intimate Strangers (Confidences trop intimes),Drama,2004
Down to the Bone,Drama,2004
Ju-on: The Grudge,Horror,2002
Old Boy,Mystery|Thriller,2003
Red Lights (Feux rouges),Drama,2004
Ginger Snaps Back: The Beginning,Fantasy|Horror,2004
One Missed Call (Chakushin ari),Horror|Mystery,2003
"Jacket, The",Drama|Mystery|Sci-Fi|Thriller,2005
Millions,Children|Comedy|Crime|Drama|Fantasy,2004
Starship Troopers 2: Hero of the Federation,Action|Horror|Sci-Fi|War,2004
Ong-Bak: The Thai Warrior (Ong Bak),Action|Thriller,2003
Infernal Affairs 2 (Mou gaan dou II),Action|Crime|Drama|Thriller,2003
"Sea Inside, The (Mar adentro)",Drama,2004
Spanglish,Comedy|Drama|Romance,2004
"Chorus, The (Choristes, Les)",Drama,2004
Saints and Soldiers,Action|Adventure|Drama|War,2003
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)",Documentary|Drama,2003
"Interpreter, The",Drama|Thriller,2005
Open Water,Drama|Thriller,2003
Touch of Pink,Comedy|Drama|Romance,2004
Slasher,Documentary,2004
"Bobby Jones, Stroke of Genius",Drama,2004
Layer Cake,Crime|Drama|Thriller,2004
"Return, The (Vozvrashcheniye)",Drama,2003
Flight of the Phoenix,Action|Adventure,2004
Mean Creek,Drama|Thriller,2004
"Ring Two, The",Drama|Horror|Mystery|Thriller,2005
"Corporation, The",Documentary,2003
"Yes Men, The",Documentary,2003
Azumi,Action|Adventure|Drama|Thriller,2003
In My Father's Den,Drama,2004
Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),Action|Drama|War,2004
Metallica: Some Kind of Monster,Documentary,2004
Born into Brothels,Documentary,2004
DiG!,Documentary,2004
Riding Giants,Documentary,2004
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),Comedy|Documentary|Drama,2004
"Scanner Darkly, A",Animation|Drama|Mystery|Sci-Fi|Thriller,2006
Casshern,Action|Drama|Fantasy|Sci-Fi,2004
Outfoxed: Rupert Murdoch's War on Journalism,Documentary,2004
Million Dollar Baby,Drama,2004
Gozu (Gokudô kyôfu dai-gekijô: Gozu),Comedy|Crime|Drama|Horror|Mystery,2003
Hotel Rwanda,Drama|War,2004
Charlie and the Chocolate Factory,Adventure|Children|Comedy|Fantasy|IMAX,2005
3-Iron (Bin-jip),Drama|Romance,2004
"Life Aquatic with Steve Zissou, The",Adventure|Comedy|Fantasy,2004
"Aviator, The",Drama,2004
"Phantom of the Opera, The",Drama|Musical|Romance,2004
Beyond the Sea,Drama|Musical,2004
"Woodsman, The",Drama,2004
In Good Company,Comedy|Drama,2004
Meet the Fockers,Comedy,2004
"Assassination of Richard Nixon, The",Crime|Drama|Thriller,2004
"Love Song for Bobby Long, A",Drama,2004
"Merchant of Venice, The",Drama,2004
Fat Albert,Comedy|Fantasy,2004
"Keys to the House, The (Chiavi di casa, Le)",Drama,2004
In the Realms of the Unreal,Animation|Documentary,2004
White Noise,Drama|Horror|Mystery|Sci-Fi|Thriller,2005
"Upside of Anger, The",Comedy|Drama|Romance,2005
Little Miss Marker,Comedy|Drama,1980
Sweet Liberty,Comedy,1986
I Remember Mama,Children|Drama,1948
Smooth Talk,Drama|Romance,1985
Man Trouble,Comedy|Romance,1992
Battles Without Honor & Humanity (Jingi naki tatakai),Crime|Drama,1973
Stander,Action|Crime|Drama,2003
Imaginary Heroes,Comedy|Drama,2004
Sergeant York,Drama|War,1941
Ruby & Quentin (Tais-toi!),Comedy|Crime,2003
Wizards,Animation|Fantasy|Sci-Fi|War,1977
"Life and Death of Peter Sellers, The",Comedy|Drama,2004
Appleseed (Appurushîdo),Action|Animation|Fantasy|Sci-Fi,2004
"Many Adventures of Winnie the Pooh, The",Animation|Children|Musical,1977
Elektra,Action|Adventure|Crime|Drama,2005
Racing Stripes,Children|Comedy,2005
Coach Carter,Drama,2005
Boys Town,Drama,1938
Gold Diggers of 1935,Comedy|Musical,1935
Rocco and His Brothers (Rocco e i suoi fratelli),Crime|Drama,1960
Memories of Murder (Salinui chueok),Crime|Drama|Mystery|Thriller,2003
"Chase, The",Action|Adventure|Comedy|Crime|Romance|Thriller,1994
"Downfall (Untergang, Der)",Drama|War,2004
Are We There Yet?,Children|Comedy,2005
Alone in the Dark,Action|Horror|Sci-Fi|Thriller,2005
Hide and Seek,Horror|Mystery|Thriller,2005
Boogeyman,Drama|Horror|Mystery|Thriller,2005
"Wedding Date, The",Comedy|Romance,2005
Rory O'Shea Was Here (Inside I'm Dancing),Drama,2004
Nobody Knows (Dare mo shiranai),Drama,2004
Employee of the Month,Comedy|Drama,2004
"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",Drama,1979
"Trou, Le (Hole, The) (Night Watch, The)",Crime|Film-Noir,1960
Double Dragon,Action|Adventure|Sci-Fi,1994
Hands Off the Loot (Touchez pas au grisbi),Crime|Drama|Thriller,1954
Purple Butterfly (Zi hudie),Drama,2003
El Cid,Action|Adventure|Drama|Romance|War,1961
Howl's Moving Castle (Hauru no ugoku shiro),Adventure|Animation|Fantasy|Romance,2004
Steamboy (Suchîmubôi),Action|Animation|Drama|Sci-Fi,2004
Gorgeous (Boh lee chun),Action|Comedy|Romance,1999
Hitch,Comedy|Romance,2005
Uncle Nino,Comedy,2003
Bride & Prejudice,Comedy|Musical|Romance,2004
Constantine,Action|Fantasy|Horror|Thriller,2005
Son of the Mask,Adventure|Children|Comedy|Fantasy,2005
Because of Winn-Dixie,Children|Comedy|Drama,2005
Turtles Can Fly (Lakposhtha hâm parvaz mikonand),Drama|War,2004
Bunny Lake Is Missing,Mystery|Thriller,1965
Night Watch (Nochnoy dozor),Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2004
Sons of the Desert,Comedy,1933
Kung Fu Hustle (Gong fu),Action|Comedy,2004
Zelary,Drama|Romance,2003
Dr. Giggles,Comedy|Horror,1992
"Seven-Per-Cent Solution, The",Adventure|Comedy|Crime|Drama|Mystery|Thriller,1976
Royal Flash,Adventure|Comedy|Romance,1975
Control (Kontroll),Comedy|Crime|Drama|Mystery,2003
Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null),Drama|War,1948
Tyler Perry's Diary of a Mad Black Woman,Comedy|Drama|Romance,2005
Cursed,Horror|Thriller,2005
"Pacifier, The",Action|Comedy,2005
Be Cool,Comedy|Crime|Musical,2005
Gunner Palace,Documentary|War,2004
Hostage,Action|Crime|Drama|Thriller,2005
Robots,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,2005
Class Action,Drama,1991
"Cat and the Canary, The",Horror|Mystery,1927
"Oh, God! You Devil",Comedy,1984
"Agony and the Ecstasy, The",Drama,1965
Twentieth Century,Comedy,1934
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud),Crime|Drama|Thriller,1958
Cube Zero,Horror|Mystery|Sci-Fi|Thriller,2004
Julia,Drama,1977
Stealing Rembrandt (Rembrandt),Action|Comedy|Crime,2003
Ice Princess,Children|Comedy|Drama,2005
Melinda and Melinda,Comedy|Drama,2004
Milk and Honey,Drama,2003
Miss Congeniality 2: Armed and Fabulous,Adventure|Comedy|Crime,2005
Guess Who,Comedy|Romance,2005
D.E.B.S.,Action|Comedy,2004
"League of Ordinary Gentlemen, A",Documentary,2004
Incident at Loch Ness,Adventure|Comedy|Documentary,2004
Call Northside 777,Crime|Drama|Film-Noir,1948
"Sword of Doom, The (Dai-bosatsu tôge)",Action|Drama,1966
800 Bullets (800 Balas),Comedy|Crime|Drama|Western,2002
If Looks Could Kill,Action|Comedy,1991
Greedy,Comedy,1994
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko)",Animation|Comedy|Drama|Fantasy,1994
Knockin' on Heaven's Door,Action|Comedy|Crime|Drama,1997
"Touch of Zen, A (Xia nu)",Action|Adventure,1971
Walker,Adventure|Drama|War|Western,1987
Memories (Memorîzu),Animation|Fantasy|Sci-Fi|Thriller,1995
"Wild Parrots of Telegraph Hill, The",Documentary,2003
"Ballad of Jack and Rose, The",Drama,2005
Sin City,Action|Crime|Film-Noir|Mystery|Thriller,2005
Beauty Shop,Comedy,2005
Sahara,Action|Adventure|Comedy,2005
Eros,Drama,2004
Not on the Lips (Pas sur la bouche),Comedy|Musical|Romance,2003
Electra Glide in Blue,Action|Crime,1973
"Special Day, A (Giornata particolare, Una)",Drama|War,1977
"Man Who Planted Trees, The (Homme qui plantait des arbres, L')",Animation|Drama,1987
Tanguy,Comedy,2001
National Lampoon's Lady Killers (National Lampoon's Gold Diggers),Comedy,2003
"Little Girl Who Lives Down the Lane, The",Drama|Mystery|Thriller,1976
Ringu 0: Bâsudei,Drama|Horror|Thriller,2000
Brothers (Brødre),Drama,2004
Maidens in Uniform (Mädchen in Uniform),Drama|Romance,1931
With Six You Get Eggroll,Comedy|Romance,1968
Holiday (Jour de fête),Comedy,1949
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),Drama|War,1962
"Trip to the Moon, A (Voyage dans la lune, Le)",Action|Adventure|Fantasy|Sci-Fi,1902
"Ascent, The (Voskhozhdeniye)",Drama|War,1977
Boccaccio '70,Comedy|Fantasy|Romance,1962
"Hitchhiker's Guide to the Galaxy, The",Adventure|Comedy|Sci-Fi,2005
Mutant Aliens,Animation|Comedy|Sci-Fi,2001
Before the Fall (NaPolA - Elite für den Führer),Drama|War,2004
"Frisco Kid, The",Comedy|Western,1979
State Property 2,Action|Crime|Drama,2005
Palindromes,Adventure|Comedy|Drama,2004
"Lot Like Love, A",Comedy|Drama|Romance,2005
King's Ransom,Comedy|Crime,2005
Enron: The Smartest Guys in the Room,Documentary,2005
xXx: State of the Union,Action|Crime|Thriller,2005
Kingdom of Heaven,Action|Drama|Romance|War,2005
Mysterious Skin,Drama|Mystery,2004
Mischief,Comedy|Romance,1985
Between Your Legs (Entre las piernas),Drama|Mystery|Romance|Thriller,1999
San Francisco,Drama|Musical|Romance,1936
Vampire Hunter D,Animation|Fantasy|Horror,1985
"Common Thread, A (a.k.a. Sequins) (Brodeuses)",Drama|Romance,2004
"Cocoanuts, The",Comedy|Musical,1929
Dear Wendy,Drama,2005
Los Angeles Plays Itself,Documentary,2003
Unleashed (Danny the Dog),Action|Crime|Drama|Thriller,2005
Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Sci-Fi,2005
Kicking & Screaming,Comedy,2005
Monster-in-Law,Comedy|Romance,2005
"Snow Walker, The",Adventure|Drama,2003
Divorce - Italian Style (Divorzio all'italiana),Comedy,1961
Madagascar,Adventure|Animation|Children|Comedy,2005
Airborne,Adventure|Comedy,1993
Mad Hot Ballroom,Children|Documentary,2005
Dominion: Prequel to the Exorcist,Horror|Thriller,2005
Saving Face,Comedy|Drama|Romance,2004
Cinderella Man,Drama|Romance,2005
"Sisterhood of the Traveling Pants, The",Adventure|Comedy|Drama,2005
Lords of Dogtown,Action|Comedy|Drama,2005
Rock School,Documentary,2005
"Adventures of Sharkboy and Lavagirl 3-D, The",Action|Adventure|Children|Fantasy,2005
High Tension (Haute tension) (Switchblade Romance),Horror|Thriller,2003
It's All Gone Pete Tong,Comedy|Drama|Musical,2004
Eddie Izzard: Dress to Kill,Comedy,1999
Quo Vadis,Drama|Romance,1951
Batman Begins,Action|Crime|IMAX,2005
Godzilla: Final Wars (Gojira: Fainaru uôzu),Action|Adventure|Fantasy|Sci-Fi,2004
"Perfect Man, The",Comedy|Drama|Romance,2005
